s_m,x_m,y_m,yaw_rad,kappa_1pm,radius_m,tube,direction
0.829183,0.745000,3.732324,1.570796327,-0.000000000,,center,cw
0.839173,0.745000,3.742314,1.570796327,-0.000000000,,center,cw
0.849163,0.745000,3.752304,1.570796327,-0.000000000,,center,cw
0.859154,0.745000,3.762295,1.570796327,-0.000000000,,center,cw
0.869144,0.745000,3.772285,1.570796327,-0.000000000,,center,cw
0.879134,0.745000,3.782276,1.570796327,-0.000000000,,center,cw
0.889125,0.745000,3.792266,1.570796327,-0.000000000,,center,cw
0.899115,0.745000,3.802256,1.570796327,-0.000000000,,center,cw
0.909105,0.745000,3.812247,1.570796327,-0.000000000,,center,cw
0.919096,0.745000,3.822237,1.570796327,-0.000000000,,center,cw
0.929086,0.745000,3.832227,1.570796327,-0.000000000,,center,cw
0.939077,0.745000,3.842218,1.570796327,-0.000000000,,center,cw
0.949067,0.745000,3.852208,1.570796327,-0.000000000,,center,cw
0.959057,0.745000,3.862198,1.570796327,-0.000000000,,center,cw
0.969048,0.745000,3.872189,1.570796327,-0.000000000,,center,cw
0.979038,0.745000,3.882179,1.570658364,-0.080890208,12.362436,center,cw
0.989028,0.745009,3.892169,1.568862627,-0.289022264,3.459941,center,cw
0.999019,0.745046,3.902159,1.564987582,-0.497154319,2.011448,center,cw
1.009009,0.745132,3.912149,1.559033227,-0.705286375,1.417864,center,cw
1.018999,0.745288,3.922139,1.550999564,-0.913418431,1.094789,center,cw
1.028989,0.745534,3.932126,1.540886593,-1.121550487,0.891623,center,cw
1.038980,0.745892,3.942110,1.528694313,-1.329682544,0.752059,center,cw
1.048970,0.746382,3.952088,1.514422724,-1.537814600,0.650273,center,cw
1.058960,0.747025,3.962057,1.498071826,-1.745946656,0.572755,center,cw
1.068950,0.747841,3.972014,1.479641620,-1.954078712,0.511750,center,cw
1.078941,0.748850,3.981953,1.459132106,-2.162210769,0.462490,center,cw
1.088931,0.750074,3.991868,1.436543282,-2.370342825,0.421880,center,cw
1.098921,0.751531,4.001751,1.412004198,-2.500000000,0.400000,center,cw
1.108911,0.753234,4.011595,1.387028352,-2.500000000,0.400000,center,cw
1.118901,0.755182,4.021394,1.362052505,-2.500000000,0.400000,center,cw
1.128891,0.757374,4.031140,1.337076658,-2.500000000,0.400000,center,cw
1.138881,0.759809,4.040829,1.312100811,-2.500000000,0.400000,center,cw
1.148871,0.762485,4.050454,1.287124964,-2.500000000,0.400000,center,cw
1.158861,0.765401,4.060009,1.262149118,-2.500000000,0.400000,center,cw
1.168851,0.768554,4.069489,1.237173271,-2.500000000,0.400000,center,cw
1.178841,0.771943,4.078886,1.212197424,-2.500000000,0.400000,center,cw
1.188832,0.775566,4.088196,1.187221577,-2.500000000,0.400000,center,cw
1.198822,0.779420,4.097413,1.162245730,-2.500000000,0.400000,center,cw
1.208812,0.783503,4.106531,1.137269884,-2.500000000,0.400000,center,cw
1.218802,0.787812,4.115543,1.112294037,-2.500000000,0.400000,center,cw
1.228792,0.792346,4.124446,1.087318190,-2.500000000,0.400000,center,cw
1.238782,0.797100,4.133232,1.062342343,-2.500000000,0.400000,center,cw
1.248772,0.802072,4.141897,1.037366497,-2.500000000,0.400000,center,cw
1.258762,0.807259,4.150435,1.012390650,-2.500000000,0.400000,center,cw
1.268752,0.812657,4.158841,0.987414803,-2.500000000,0.400000,center,cw
1.278742,0.818264,4.167109,0.962438956,-2.500000000,0.400000,center,cw
1.288732,0.824075,4.175235,0.937463110,-2.500000000,0.400000,center,cw
1.298722,0.830088,4.183213,0.912487263,-2.500000000,0.400000,center,cw
1.308712,0.836298,4.191039,0.887511416,-2.500000000,0.400000,center,cw
1.318703,0.842701,4.198707,0.862535570,-2.500000000,0.400000,center,cw
1.328693,0.849294,4.206212,0.837559723,-2.500000000,0.400000,center,cw
1.338683,0.856072,4.213551,0.812583876,-2.500000000,0.400000,center,cw
1.348673,0.863032,4.220718,0.787608030,-2.500000000,0.400000,center,cw
1.358663,0.870168,4.227709,0.762632183,-2.500000000,0.400000,center,cw
1.368653,0.877477,4.234520,0.737656336,-2.500000000,0.400000,center,cw
1.378643,0.884953,4.241146,0.712680489,-2.500000000,0.400000,center,cw
1.388633,0.892593,4.247583,0.687704643,-2.500000000,0.400000,center,cw
1.398623,0.900391,4.253828,0.662728796,-2.500000000,0.400000,center,cw
1.408613,0.908342,4.259875,0.637752950,-2.500000000,0.400000,center,cw
1.418603,0.916442,4.265723,0.612777103,-2.500000000,0.400000,center,cw
1.428593,0.924686,4.271366,0.587801256,-2.500000000,0.400000,center,cw
1.438583,0.933068,4.276801,0.562825410,-2.500000000,0.400000,center,cw
1.448574,0.941583,4.282026,0.537849563,-2.500000000,0.400000,center,cw
1.458564,0.950226,4.287036,0.512873716,-2.500000000,0.400000,center,cw
1.468554,0.958991,4.291829,0.487897870,-2.500000000,0.400000,center,cw
1.478544,0.967873,4.296402,0.462922023,-2.500000000,0.400000,center,cw
1.488534,0.976867,4.300751,0.437946177,-2.500000000,0.400000,center,cw
1.498524,0.985966,4.304874,0.412970330,-2.500000000,0.400000,center,cw
1.508514,0.995166,4.308769,0.387994483,-2.500000000,0.400000,center,cw
1.518504,1.004460,4.312433,0.363018637,-2.500000000,0.400000,center,cw
1.528494,1.013842,4.315863,0.338042790,-2.500000000,0.400000,center,cw
1.538484,1.023308,4.319058,0.313066944,-2.500000000,0.400000,center,cw
1.548474,1.032850,4.322016,0.288091097,-2.500000000,0.400000,center,cw
1.558464,1.042463,4.324735,0.263115250,-2.500000000,0.400000,center,cw
1.568454,1.052141,4.327213,0.238139404,-2.500000000,0.400000,center,cw
1.578445,1.061878,4.329448,0.213163557,-2.500000000,0.400000,center,cw
1.588435,1.071667,4.331439,0.188187711,-2.500000000,0.400000,center,cw
1.598425,1.081504,4.333185,0.163211864,-2.500000000,0.400000,center,cw
1.608415,1.091380,4.334686,0.138467257,-2.396759669,0.417230,center,cw
1.618405,1.101290,4.335949,0.115510440,-2.188627614,0.456907,center,cw
1.628395,1.111225,4.336995,0.094632931,-1.980495559,0.504924,center,cw
1.638385,1.121180,4.337844,0.075834730,-1.772363504,0.564218,center,cw
1.648375,1.131147,4.338516,0.059115838,-1.564231449,0.639292,center,cw
1.658366,1.141124,4.339031,0.044476255,-1.356099394,0.737409,center,cw
1.668356,1.151107,4.339411,0.031915980,-1.147967338,0.871105,center,cw
1.678346,1.161094,4.339676,0.021435014,-0.939835283,1.064016,center,cw
1.688337,1.171083,4.339846,0.013033357,-0.731703228,1.366674,center,cw
1.698327,1.181073,4.339943,0.006711008,-0.523571172,1.909960,center,cw
1.708317,1.191063,4.339987,0.002467968,-0.315439117,3.170184,center,cw
1.718308,1.201053,4.339999,0.000304237,-0.107307061,9.319051,center,cw
1.728298,1.211044,4.340000,0.000000000,-0.000000000,,center,cw
1.738288,1.221034,4.340000,0.000000000,-0.000000000,,center,cw
1.748279,1.231024,4.340000,0.000000000,-0.000000000,,center,cw
1.758269,1.241015,4.340000,0.000000000,-0.000000000,,center,cw
1.768259,1.251005,4.340000,0.000000000,-0.000000000,,center,cw
1.778250,1.260995,4.340000,0.000000000,-0.000000000,,center,cw
1.788240,1.270986,4.340000,0.000000000,-0.000000000,,center,cw
1.798230,1.280976,4.340000,0.000000000,-0.000000000,,center,cw
1.808221,1.290966,4.340000,0.000000000,-0.000000000,,center,cw
1.818211,1.300957,4.340000,0.000000000,-0.000000000,,center,cw
1.828201,1.310947,4.340000,0.000000000,-0.000000000,,center,cw
1.838192,1.320937,4.340000,0.000000000,-0.000000000,,center,cw
1.848182,1.330928,4.340000,0.000000000,-0.000000000,,center,cw
1.858172,1.340918,4.340000,0.000000000,-0.000000000,,center,cw
1.868163,1.350908,4.340000,0.000000000,-0.000000000,,center,cw
1.878153,1.360899,4.340000,0.000000000,-0.000000000,,center,cw
1.888143,1.370889,4.340000,0.000000000,-0.000000000,,center,cw
1.898134,1.380879,4.340000,0.000000000,-0.000000000,,center,cw
1.908124,1.390870,4.340000,0.000000000,-0.000000000,,center,cw
1.918114,1.400860,4.340000,0.000000000,-0.000000000,,center,cw
1.928105,1.410850,4.340000,0.000000000,-0.000000000,,center,cw
1.938095,1.420841,4.340000,0.000000000,-0.000000000,,center,cw
1.948085,1.430831,4.340000,0.000000000,-0.000000000,,center,cw
1.958076,1.440821,4.340000,0.000000000,-0.000000000,,center,cw
1.968066,1.450812,4.340000,0.000000000,-0.000000000,,center,cw
1.978056,1.460802,4.340000,0.000000000,-0.000000000,,center,cw
1.988047,1.470792,4.340000,0.000000000,-0.000000000,,center,cw
1.998037,1.480783,4.340000,0.000000000,-0.000000000,,center,cw
2.008027,1.490773,4.340000,0.000000000,-0.000000000,,center,cw
2.018018,1.500763,4.340000,0.000000000,-0.000000000,,center,cw
2.028008,1.510754,4.340000,0.000000000,-0.000000000,,center,cw
2.037998,1.520744,4.340000,0.000000000,-0.000000000,,center,cw
2.047989,1.530734,4.340000,0.000000000,-0.000000000,,center,cw
2.057979,1.540725,4.340000,0.000000000,-0.000000000,,center,cw
2.067969,1.550715,4.340000,0.000000000,-0.000000000,,center,cw
2.077960,1.560705,4.340000,0.000000000,-0.000000000,,center,cw
2.087950,1.570696,4.340000,0.000000000,-0.000000000,,center,cw
2.097940,1.580686,4.340000,0.000000000,-0.000000000,,center,cw
2.107931,1.590676,4.340000,0.000000000,-0.000000000,,center,cw
2.117921,1.600667,4.340000,0.000000000,-0.000000000,,center,cw
2.127911,1.610657,4.340000,0.000000000,-0.000000000,,center,cw
2.137902,1.620647,4.340000,0.000000000,-0.000000000,,center,cw
2.147892,1.630638,4.340000,0.000000000,-0.000000000,,center,cw
2.157882,1.640628,4.340000,0.000000000,-0.000000000,,center,cw
2.167873,1.650618,4.340000,0.000000000,-0.000000000,,center,cw
2.177863,1.660609,4.340000,0.000000000,-0.000000000,,center,cw
2.187854,1.670599,4.340000,0.000000000,-0.000000000,,center,cw
2.197844,1.680589,4.340000,0.000000000,-0.000000000,,center,cw
2.207834,1.690580,4.340000,0.000000000,-0.000000000,,center,cw
2.217825,1.700570,4.340000,0.000000000,-0.000000000,,center,cw
2.227815,1.710560,4.340000,0.000000000,-0.000000000,,center,cw
2.237805,1.720551,4.340000,0.000000000,-0.000000000,,center,cw
2.247796,1.730541,4.340000,0.000000000,-0.000000000,,center,cw
2.257786,1.740532,4.340000,0.000000000,-0.000000000,,center,cw
2.267776,1.750522,4.340000,0.000000000,-0.000000000,,center,cw
2.277767,1.760512,4.340000,0.000000000,-0.000000000,,center,cw
2.287757,1.770503,4.340000,0.000000000,-0.000000000,,center,cw
2.297747,1.780493,4.340000,0.000000000,-0.000000000,,center,cw
2.307738,1.790483,4.340000,0.000000000,-0.000000000,,center,cw
2.317728,1.800474,4.340000,0.000000000,-0.000000000,,center,cw
2.327718,1.810464,4.340000,0.000000000,-0.000000000,,center,cw
2.337709,1.820454,4.340000,0.000000000,-0.000000000,,center,cw
2.347699,1.830445,4.340000,0.000000000,-0.000000000,,center,cw
2.357689,1.840435,4.340000,0.000000000,-0.000000000,,center,cw
2.367680,1.850425,4.340000,0.000000000,-0.000000000,,center,cw
2.377670,1.860416,4.340000,0.000000000,-0.000000000,,center,cw
2.387660,1.870406,4.340000,0.000000000,-0.000000000,,center,cw
2.397651,1.880396,4.340000,0.000000000,-0.000000000,,center,cw
2.407641,1.890387,4.340000,0.000000000,-0.000000000,,center,cw
2.417631,1.900377,4.340000,0.000000000,-0.000000000,,center,cw
2.427622,1.910367,4.340000,0.000000000,-0.000000000,,center,cw
2.437612,1.920358,4.340000,0.000000000,-0.000000000,,center,cw
2.447602,1.930348,4.340000,0.000000000,-0.000000000,,center,cw
2.457593,1.940338,4.340000,0.000000000,-0.000000000,,center,cw
2.467583,1.950329,4.340000,0.000000000,-0.000000000,,center,cw
2.477573,1.960319,4.340000,0.000000000,-0.000000000,,center,cw
2.487564,1.970309,4.340000,0.000000000,-0.000000000,,center,cw
2.497554,1.980300,4.340000,0.000000000,-0.000000000,,center,cw
2.507544,1.990290,4.340000,0.000000000,-0.000000000,,center,cw
2.517535,2.000280,4.340000,0.000000000,-0.000000000,,center,cw
2.527525,2.010271,4.340000,0.000000000,-0.000000000,,center,cw
2.537515,2.020261,4.340000,0.000000000,-0.000000000,,center,cw
2.547506,2.030251,4.340000,0.000000000,-0.000000000,,center,cw
2.557496,2.040242,4.340000,0.000000000,-0.000000000,,center,cw
2.567486,2.050232,4.340000,0.000000000,-0.000000000,,center,cw
2.577477,2.060222,4.340000,0.000000000,-0.000000000,,center,cw
2.587467,2.070213,4.340000,0.000000000,-0.000000000,,center,cw
2.597457,2.080203,4.340000,0.000000000,-0.000000000,,center,cw
2.607448,2.090193,4.340000,0.000000000,-0.000000000,,center,cw
2.617438,2.100184,4.340000,0.000000000,-0.000000000,,center,cw
2.627428,2.110174,4.340000,0.000000000,-0.000000000,,center,cw
2.637419,2.120164,4.340000,0.000000000,-0.000000000,,center,cw
2.647409,2.130155,4.340000,0.000000000,-0.000000000,,center,cw
2.657399,2.140145,4.340000,0.000000000,-0.000000000,,center,cw
2.667390,2.150135,4.340000,0.000000000,-0.000000000,,center,cw
2.677380,2.160126,4.340000,0.000000000,-0.000000000,,center,cw
2.687370,2.170116,4.340000,0.000000000,-0.000000000,,center,cw
2.697361,2.180106,4.340000,0.000000000,-0.000000000,,center,cw
2.707351,2.190097,4.340000,0.000000000,-0.000000000,,center,cw
2.717341,2.200087,4.340000,0.000000000,-0.000000000,,center,cw
2.727332,2.210077,4.340000,0.000000000,-0.000000000,,center,cw
2.737322,2.220068,4.340000,0.000000000,-0.000000000,,center,cw
2.747312,2.230058,4.340000,0.000000000,-0.000000000,,center,cw
2.757303,2.240048,4.340000,0.000000000,-0.000000000,,center,cw
2.767293,2.250039,4.340000,0.000000000,-0.000000000,,center,cw
2.777283,2.260029,4.340000,0.000000000,-0.000000000,,center,cw
2.787274,2.270019,4.340000,0.000000000,-0.000000000,,center,cw
2.797264,2.280010,4.340000,0.000000000,-0.000000000,,center,cw
2.807255,2.290000,4.340000,0.000000000,-0.000000000,,center,cw
2.817245,2.299990,4.340000,0.000000000,-0.000000000,,center,cw
2.827235,2.309981,4.340000,0.000000000,-0.000000000,,center,cw
2.837226,2.319971,4.340000,0.000000000,-0.000000000,,center,cw
2.847216,2.329961,4.340000,0.000000000,-0.000000000,,center,cw
2.857206,2.339952,4.340000,0.000000000,-0.000000000,,center,cw
2.867197,2.349942,4.340000,0.000000000,-0.000000000,,center,cw
2.877187,2.359933,4.340000,0.000000000,-0.000000000,,center,cw
2.887177,2.369923,4.340000,0.000000000,-0.000000000,,center,cw
2.897168,2.379913,4.340000,0.000000000,-0.000000000,,center,cw
2.907158,2.389904,4.340000,0.000000000,-0.000000000,,center,cw
2.917148,2.399894,4.340000,0.000000000,-0.000000000,,center,cw
2.927139,2.409884,4.340000,0.000000000,-0.000000000,,center,cw
2.937129,2.419875,4.340000,0.000000000,-0.000000000,,center,cw
2.947119,2.429865,4.340000,0.000000000,-0.000000000,,center,cw
2.957110,2.439855,4.340000,0.000000000,-0.000000000,,center,cw
2.967100,2.449846,4.340000,0.000000000,-0.000000000,,center,cw
2.977090,2.459836,4.340000,0.000000000,-0.000000000,,center,cw
2.987081,2.469826,4.340000,0.000000000,-0.000000000,,center,cw
2.997071,2.479817,4.340000,0.000000000,-0.000000000,,center,cw
3.007061,2.489807,4.340000,0.000000000,-0.000000000,,center,cw
3.017052,2.499797,4.340000,0.000000000,-0.000000000,,center,cw
3.027042,2.509788,4.340000,0.000000000,-0.000000000,,center,cw
3.037032,2.519778,4.340000,0.000000000,-0.000000000,,center,cw
3.047023,2.529768,4.340000,0.000000000,-0.000000000,,center,cw
3.057013,2.539759,4.340000,0.000000000,-0.000000000,,center,cw
3.067003,2.549749,4.340000,0.000000000,-0.000000000,,center,cw
3.076994,2.559739,4.340000,0.000000000,-0.000000000,,center,cw
3.086984,2.569730,4.340000,0.000000000,-0.000000000,,center,cw
3.096974,2.579720,4.340000,0.000000000,-0.000000000,,center,cw
3.106965,2.589710,4.340000,0.000000000,-0.000000000,,center,cw
3.116955,2.599701,4.340000,0.000000000,-0.000000000,,center,cw
3.126945,2.609691,4.340000,0.000000000,-0.000000000,,center,cw
3.136936,2.619681,4.340000,0.000000000,-0.000000000,,center,cw
3.146926,2.629672,4.340000,0.000000000,-0.000000000,,center,cw
3.156916,2.639662,4.340000,0.000000000,-0.000000000,,center,cw
3.166907,2.649652,4.340000,0.000000000,-0.000000000,,center,cw
3.176897,2.659643,4.340000,0.000000000,-0.000000000,,center,cw
3.186887,2.669633,4.340000,0.000000000,-0.000000000,,center,cw
3.196878,2.679623,4.340000,0.000000000,-0.000000000,,center,cw
3.206868,2.689614,4.340000,0.000000000,-0.000000000,,center,cw
3.216858,2.699604,4.340000,0.000000000,-0.000000000,,center,cw
3.226849,2.709594,4.340000,0.000000000,-0.000000000,,center,cw
3.236839,2.719585,4.340000,0.000000000,-0.000000000,,center,cw
3.246829,2.729575,4.340000,0.000000000,-0.000000000,,center,cw
3.256820,2.739565,4.340000,0.000000000,-0.000000000,,center,cw
3.266810,2.749556,4.340000,0.000000000,-0.000000000,,center,cw
3.276800,2.759546,4.340000,0.000000000,-0.000000000,,center,cw
3.286791,2.769536,4.340000,0.000000000,-0.000000000,,center,cw
3.296781,2.779527,4.340000,0.000000000,-0.000000000,,center,cw
3.306771,2.789517,4.340000,0.000000000,-0.000000000,,center,cw
3.316762,2.799507,4.340000,0.000000000,-0.000000000,,center,cw
3.326752,2.809498,4.340000,0.000000000,-0.000000000,,center,cw
3.336742,2.819488,4.340000,0.000000000,-0.000000000,,center,cw
3.346733,2.829478,4.340000,0.000000000,-0.000000000,,center,cw
3.356723,2.839469,4.340000,0.000000000,-0.000000000,,center,cw
3.366713,2.849459,4.340000,0.000000000,-0.000000000,,center,cw
3.376704,2.859449,4.340000,0.000000000,-0.000000000,,center,cw
3.386694,2.869440,4.340000,0.000000000,-0.000000000,,center,cw
3.396684,2.879430,4.340000,0.000000000,-0.000000000,,center,cw
3.406675,2.889420,4.340000,0.000000000,-0.000000000,,center,cw
3.416665,2.899411,4.340000,0.000000000,-0.000000000,,center,cw
3.426656,2.909401,4.340000,0.000000000,-0.000000000,,center,cw
3.436646,2.919391,4.340000,0.000000000,-0.000000000,,center,cw
3.446636,2.929382,4.340000,0.000000000,-0.000000000,,center,cw
3.456627,2.939372,4.340000,0.000000000,-0.000000000,,center,cw
3.466617,2.949362,4.340000,0.000000000,-0.000000000,,center,cw
3.476607,2.959353,4.340000,0.000000000,-0.000000000,,center,cw
3.486598,2.969343,4.340000,0.000000000,-0.000000000,,center,cw
3.496588,2.979334,4.340000,0.000000000,-0.000000000,,center,cw
3.506578,2.989324,4.340000,0.000000000,-0.000000000,,center,cw
3.516569,2.999314,4.340000,0.000000000,-0.000000000,,center,cw
3.526559,3.009305,4.340000,0.000000000,-0.000000000,,center,cw
3.536549,3.019295,4.340000,0.000000000,-0.000000000,,center,cw
3.546540,3.029285,4.340000,0.000000000,-0.000000000,,center,cw
3.556530,3.039276,4.340000,0.000000000,-0.000000000,,center,cw
3.566520,3.049266,4.340000,0.000000000,-0.000000000,,center,cw
3.576511,3.059256,4.340000,0.000000000,-0.000000000,,center,cw
3.586501,3.069247,4.340000,0.000000000,-0.000000000,,center,cw
3.596491,3.079237,4.340000,0.000000000,-0.000000000,,center,cw
3.606482,3.089227,4.340000,0.000000000,-0.000000000,,center,cw
3.616472,3.099218,4.340000,0.000000000,-0.000000000,,center,cw
3.626462,3.109208,4.340000,0.000000000,-0.000000000,,center,cw
3.636453,3.119198,4.340000,0.000000000,-0.000000000,,center,cw
3.646443,3.129189,4.340000,0.000000000,-0.000000000,,center,cw
3.656433,3.139179,4.340000,0.000000000,-0.000000000,,center,cw
3.666424,3.149169,4.340000,0.000000000,-0.000000000,,center,cw
3.676414,3.159160,4.340000,0.000000000,-0.000000000,,center,cw
3.686404,3.169150,4.340000,0.000000000,-0.000000000,,center,cw
3.696395,3.179140,4.340000,0.000000000,-0.000000000,,center,cw
3.706385,3.189131,4.340000,0.000000000,-0.000000000,,center,cw
3.716375,3.199121,4.340000,0.000000000,-0.000000000,,center,cw
3.726366,3.209111,4.340000,0.000000000,-0.000000000,,center,cw
3.736356,3.219102,4.340000,0.000000000,-0.000000000,,center,cw
3.746346,3.229092,4.340000,0.000000000,-0.000000000,,center,cw
3.756337,3.239082,4.340000,0.000000000,-0.000000000,,center,cw
3.766327,3.249073,4.340000,0.000000000,-0.000000000,,center,cw
3.776317,3.259063,4.340000,0.000000000,-0.000000000,,center,cw
3.786308,3.269053,4.340000,0.000000000,-0.000000000,,center,cw
3.796298,3.279044,4.340000,0.000000000,-0.000000000,,center,cw
3.806288,3.289034,4.340000,0.000000000,-0.000000000,,center,cw
3.816279,3.299024,4.340000,0.000000000,-0.000000000,,center,cw
3.826269,3.309015,4.340000,0.000000000,-0.000000000,,center,cw
3.836259,3.319005,4.340000,0.000000000,-0.000000000,,center,cw
3.846250,3.328995,4.340000,0.000000000,-0.000000000,,center,cw
3.856240,3.338986,4.340000,0.000000000,-0.000000000,,center,cw
3.866230,3.348976,4.340000,0.000000000,-0.000000000,,center,cw
3.876221,3.358966,4.340000,0.000000000,-0.000000000,,center,cw
3.886211,3.368957,4.340000,0.000000000,-0.000000000,,center,cw
3.896201,3.378947,4.340000,0.000000000,-0.000000000,,center,cw
